millis,sequence,total_us,max_us,avg_us,overrun_count,dropped_reports,previous_write_us,b00_us,b01_us,b02_us,b03_us,b04_us,b05_us,b06_us,b07_us,b08_us,b09_us,b10_us,b11_us,b12_us,b13_us,b14_us,b15_us,b16_us,b17_us,b18_us,b19_us,b20_us,b21_us,b22_us,b23_us,b24_us,b25_us,b26_us,b27_us,b28_us,b29_us,b30_us,b31_us,b32_us,b33_us,b34_us,b35_us,b36_us,b37_us,b38_us,b39_us,b40_us,b41_us,b42_us,b43_us,b44_us,b45_us,b46_us,b47_us,b48_us,b49_us,b50_us,b51_us,b52_us,b53_us,b54_us,b55_us,b56_us,b57_us,b58_us,b59_us,b60_us,b61_us,b62_us,b63_us,b64_us,b65_us,b66_us,b67_us,b68_us,b69_us,b70_us,b71_us,b72_us,b73_us,b74_us,b75_us,b76_us,b77_us,b78_us,b79_us,b80_us,b81_us,b82_us,b83_us,b84_us,b85_us,b86_us,b87_us,b88_us,b89_us,b90_us,b91_us,b92_us,b93_us,b94_us,b95_us,b96_us,b97_us,b98_us,b99_us,b00_button_mask,b01_button_mask,b02_button_mask,b03_button_mask,b04_button_mask,b05_button_mask,b06_button_mask,b07_button_mask,b08_button_mask,b09_button_mask,b10_button_mask,b11_button_mask,b12_button_mask,b13_button_mask,b14_button_mask,b15_button_mask,b16_button_mask,b17_button_mask,b18_button_mask,b19_button_mask,b20_button_mask,b21_button_mask,b22_button_mask,b23_button_mask,b24_button_mask,b25_button_mask,b26_button_mask,b27_button_mask,b28_button_mask,b29_button_mask,b30_button_mask,b31_button_mask,b32_button_mask,b33_button_mask,b34_button_mask,b35_button_mask,b36_button_mask,b37_button_mask,b38_button_mask,b39_button_mask,b40_button_mask,b41_button_mask,b42_button_mask,b43_button_mask,b44_button_mask,b45_button_mask,b46_button_mask,b47_button_mask,b48_button_mask,b49_button_mask,b50_button_mask,b51_button_mask,b52_button_mask,b53_button_mask,b54_button_mask,b55_button_mask,b56_button_mask,b57_button_mask,b58_button_mask,b59_button_mask,b60_button_mask,b61_button_mask,b62_button_mask,b63_button_mask,b64_button_mask,b65_button_mask,b66_button_mask,b67_button_mask,b68_button_mask,b69_button_mask,b70_button_mask,b71_button_mask,b72_button_mask,b73_button_mask,b74_button_mask,b75_button_mask,b76_button_mask,b77_button_mask,b78_button_mask,b79_button_mask,b80_button_mask,b81_button_mask,b82_button_mask,b83_button_mask,b84_button_mask,b85_button_mask,b86_button_mask,b87_button_mask,b88_button_mask,b89_button_mask,b90_button_mask,b91_button_mask,b92_button_mask,b93_button_mask,b94_button_mask,b95_button_mask,b96_button_mask,b97_button_mask,b98_button_mask,b99_button_mask,b00_button_event_mask,b01_button_event_mask,b02_button_event_mask,b03_button_event_mask,b04_button_event_mask,b05_button_event_mask,b06_button_event_mask,b07_button_event_mask,b08_button_event_mask,b09_button_event_mask,b10_button_event_mask,b11_button_event_mask,b12_button_event_mask,b13_button_event_mask,b14_button_event_mask,b15_button_event_mask,b16_button_event_mask,b17_button_event_mask,b18_button_event_mask,b19_button_event_mask,b20_button_event_mask,b21_button_event_mask,b22_button_event_mask,b23_button_event_mask,b24_button_event_mask,b25_button_event_mask,b26_button_event_mask,b27_button_event_mask,b28_button_event_mask,b29_button_event_mask,b30_button_event_mask,b31_button_event_mask,b32_button_event_mask,b33_button_event_mask,b34_button_event_mask,b35_button_event_mask,b36_button_event_mask,b37_button_event_mask,b38_button_event_mask,b39_button_event_mask,b40_button_event_mask,b41_button_event_mask,b42_button_event_mask,b43_button_event_mask,b44_button_event_mask,b45_button_event_mask,b46_button_event_mask,b47_button_event_mask,b48_button_event_mask,b49_button_event_mask,b50_button_event_mask,b51_button_event_mask,b52_button_event_mask,b53_button_event_mask,b54_button_event_mask,b55_button_event_mask,b56_button_event_mask,b57_button_event_mask,b58_button_event_mask,b59_button_event_mask,b60_button_event_mask,b61_button_event_mask,b62_button_event_mask,b63_button_event_mask,b64_button_event_mask,b65_button_event_mask,b66_button_event_mask,b67_button_event_mask,b68_button_event_mask,b69_button_event_mask,b70_button_event_mask,b71_button_event_mask,b72_button_event_mask,b73_button_event_mask,b74_button_event_mask,b75_button_event_mask,b76_button_event_mask,b77_button_event_mask,b78_button_event_mask,b79_button_event_mask,b80_button_event_mask,b81_button_event_mask,b82_button_event_mask,b83_button_event_mask,b84_button_event_mask,b85_button_event_mask,b86_button_event_mask,b87_button_event_mask,b88_button_event_mask,b89_button_event_mask,b90_button_event_mask,b91_button_event_mask,b92_button_event_mask,b93_button_event_mask,b94_button_event_mask,b95_button_event_mask,b96_button_event_mask,b97_button_event_mask,b98_button_event_mask,b99_button_event_mask
272182,119,118366,17021,1183,1,0,14011,659,514,2938,17021,529,15,650,2501,516,853,198,392,2804,235,404,643,516,2796,230,988,707,451,2800,232,399,638,515,2831,229,419,644,419,910,177,390,613,524,2799,228,5617,793,427,2897,231,399,639,527,2807,227,561,646,426,2792,240,409,644,517,2797,234,771,681,428,2793,232,399,635,515,2830,228,603,649,416,2784,238,411,642,517,2801,230,402,637,422,2787,235,399,631,521,2814,232,5586,790,424,2879,234,399,687,518,2802,229,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273183,120,118038,16967,1180,1,0,15795,786,508,2954,16967,530,14,652,2499,508,860,195,394,2795,240,411,642,515,2798,229,986,716,438,914,174,378,628,525,2819,223,418,655,418,2776,240,409,646,514,2799,231,5603,790,427,2899,230,399,650,517,2791,230,420,645,435,2798,235,401,636,512,2805,237,777,673,424,2785,234,402,644,519,2802,230,603,661,434,2779,233,401,633,519,2822,228,403,631,421,2786,241,409,642,516,2793,232,5608,788,425,2851,234,399,689,518,2801,229,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274183,121,114591,15308,1145,1,0,15750,660,510,2948,15308,530,14,644,577,401,836,196,394,2824,230,401,643,516,2792,231,986,708,447,2810,236,399,633,513,2850,230,419,639,417,2785,235,404,643,516,2799,229,5603,795,427,2898,231,399,640,519,2827,226,772,663,426,2798,238,410,644,515,2805,232,777,681,426,2789,237,399,644,517,2799,231,602,646,420,2798,232,401,637,518,2806,231,404,636,426,2788,237,400,650,517,2802,232,5598,790,436,2877,234,399,689,520,954,181,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275182,122,118357,17001,1183,1,0,14077,640,513,2999,17001,529,15,650,2479,510,854,196,393,2809,235,401,636,517,2795,236,998,705,442,2798,232,399,660,516,2802,231,418,644,420,2786,235,401,641,517,2803,230,5605,793,427,2897,230,399,650,518,2789,228,560,645,427,2788,235,399,640,515,2803,234,772,679,427,2793,232,399,636,518,2805,230,602,649,417,2795,233,400,638,517,2806,237,411,638,414,916,173,394,626,526,2818,229,5589,797,437,2866,234,399,691,519,2814,232,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276183,123,118035,16956,1180,1,0,15780,672,506,2941,16956,525,14,647,2478,510,854,196,399,2805,235,401,634,512,2810,233,994,705,439,2796,234,401,648,515,2808,232,418,650,420,2780,235,401,638,515,2805,230,5689,788,428,2895,235,409,645,523,2793,229,420,648,426,2792,234,401,632,519,2811,232,771,668,423,2782,239,409,641,519,2799,229,603,663,424,902,172,384,622,520,2831,228,402,632,421,2786,238,409,645,517,2808,232,5676,790,425,2850,234,399,696,518,2804,228,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277183,124,118604,16947,1186,1,0,15723,661,509,2963,16947,529,15,661,2475,514,867,205,394,2800,233,401,646,515,2797,230,988,711,451,2807,234,399,636,516,2826,236,428,649,411,2780,236,404,650,518,2799,229,5752,818,437,2904,231,399,640,520,2826,226,772,663,427,2789,233,404,642,516,940,165,763,721,415,2779,236,399,631,519,2827,230,604,644,416,2791,233,404,646,515,2799,230,403,629,431,2794,236,399,633,519,2834,230,5741,790,423,2850,239,409,693,517,2813,228,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278182,125,116912,15282,1169,1,0,15735,662,515,2941,15282,537,30,654,2503,508,849,194,394,2797,239,411,641,514,2801,232,986,724,439,2797,231,399,635,517,2830,229,419,642,417,2789,239,411,643,517,2795,232,5758,790,426,2905,231,399,639,518,948,163,540,628,412,2773,237,410,639,518,2788,231,775,678,428,2803,233,399,635,516,2803,232,604,645,419,2807,237,403,639,517,2794,232,404,635,425,2787,235,399,631,522,2802,232,5740,790,423,2860,239,409,692,519,2816,227,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279183,126,118295,17028,1182,1,0,14011,668,504,2939,17028,528,49,668,2482,508,849,194,397,2800,234,399,636,513,2809,238,994,708,440,2798,234,401,643,519,2808,232,418,641,429,920,176,381,611,525,2800,234,5758,794,427,2897,231,402,650,522,2799,228,420,644,435,2782,235,401,637,515,2824,229,778,666,422,2782,240,409,641,518,2800,231,602,663,423,2781,233,401,633,516,2822,228,403,630,422,2788,241,409,641,516,2790,232,5753,790,423,2852,235,399,690,520,2804,228,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280183,127,118302,16950,1183,1,0,15769,769,510,2924,16950,530,15,649,2477,510,874,205,389,2791,235,401,630,526,952,176,970,702,431,2787,238,408,634,521,2800,231,418,645,420,2783,232,401,631,517,2804,233,5668,790,425,2908,228,398,638,516,2796,228,781,668,427,2785,234,402,632,519,2802,232,776,666,421,2792,243,409,642,520,2804,232,610,658,427,2786,233,402,633,520,2798,229,403,630,422,2787,242,409,640,517,2801,232,5663,789,423,2852,235,399,691,520,2805,228,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281182,128,114828,15293,1148,1,0,15716,660,509,2944,15293,530,15,646,577,401,836,196,394,2823,230,401,634,517,2797,231,986,707,444,2802,243,409,643,519,2805,232,420,644,422,2791,236,401,640,517,2783,230,5672,791,426,2907,230,399,639,515,2816,229,560,644,426,2787,234,422,651,519,2794,234,776,666,437,2804,233,399,635,517,2812,233,611,656,414,2781,232,404,648,518,2797,230,403,638,431,2785,237,399,636,518,2835,230,5659,790,423,988,198,398,709,522,2817,228,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282183,129,118255,16909,1182,1,0,14063,664,508,2945,16909,529,50,665,2490,509,851,194,394,2808,234,399,635,516,2800,234,992,708,446,2796,233,400,632,520,2803,232,419,640,418,2789,234,402,638,518,2799,237,5752,792,426,2902,231,399,651,520,2794,228,420,647,435,2798,234,401,638,511,2845,229,776,667,424,2779,234,402,644,522,2804,229,602,661,433,2784,234,401,633,516,2825,228,403,631,421,912,189,398,617,526,2809,229,5736,799,423,2857,235,399,691,516,2841,226,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283183,130,118498,16935,1184,1,0,15690,662,511,2935,16935,533,49,655,2487,509,853,204,404,2795,234,399,635,514,2823,231,983,712,440,2799,241,409,642,522,2808,232,420,646,422,2784,234,402,652,514,2796,231,5757,791,427,2909,229,399,640,521,2797,237,783,664,421,2795,232,402,644,514,2791,233,777,669,438,2804,233,400,634,521,949,179,603,634,421,2764,230,400,647,514,2798,232,403,630,431,2794,232,400,634,517,2829,230,5741,786,426,2853,234,402,690,516,2814,229,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284182,131,117169,15380,1171,1,0,15678,663,515,2940,15380,530,44,675,2488,508,853,195,394,2808,239,408,647,514,2807,234,993,713,446,2798,235,399,646,518,2804,231,419,642,418,2782,234,401,638,517,2797,231,5752,788,428,2902,230,399,651,519,2790,230,560,643,435,2801,234,399,639,512,958,179,773,704,412,2780,236,402,646,519,2807,230,603,653,433,2792,234,401,633,518,2818,228,403,630,422,2797,235,402,645,516,2801,231,5741,798,435,2866,234,399,689,521,2836,226,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285183,132,118367,17081,1183,1,0,14124,669,508,2944,17081,534,45,656,2485,509,853,194,399,2799,234,399,635,514,2824,239,994,709,442,2801,234,401,639,520,2804,231,419,649,429,2782,234,402,637,517,2824,229,5751,790,427,1026,180,397,631,524,2812,225,419,647,426,2777,234,402,630,515,2800,228,776,669,422,2776,240,409,641,520,2799,230,631,663,428,2782,233,401,634,520,2793,229,403,628,422,2789,236,399,637,516,2810,232,5752,788,425,2853,234,399,689,518,2799,228,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286183,133,118626,16975,1186,1,0,15865,659,509,2949,16975,530,66,667,2468,508,857,204,396,2796,234,400,632,518,2801,234,987,707,444,2806,235,400,634,519,2810,232,420,646,422,914,177,380,628,522,2790,231,5829,793,427,2909,229,399,639,517,2799,228,782,664,426,2788,233,401,635,518,2789,232,775,668,421,2798,235,399,634,520,2808,235,611,657,413,2792,233,402,650,513,2795,229,403,630,444,2800,236,400,636,514,2807,239,5824,786,426,2851,234,399,695,522,2803,228,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287182,134,117119,15329,1171,1,0,15749,658,507,2944,15329,530,45,659,2488,513,851,197,391,2800,234,405,648,513,947,169,962,700,440,2800,231,399,630,516,2826,229,419,640,417,2785,232,404,645,516,2789,232,5823,789,439,2910,230,399,639,517,2830,226,561,644,426,2784,240,409,644,515,2794,235,771,680,436,2791,232,399,635,518,2832,228,603,649,416,2783,233,403,646,515,2801,230,403,630,431,2788,235,399,636,514,2829,230,5814,788,425,2852,234,402,689,517,2813,228,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288183,135,116518,17020,1165,1,0,14112,667,506,2939,17020,530,66,664,575,396,815,202,392,2823,241,411,646,520,2797,232,1012,709,441,2806,233,399,630,518,2808,231,419,639,420,2796,234,400,634,512,2806,239,5830,787,427,2901,230,399,649,519,2793,228,420,648,435,2795,234,401,638,512,2816,235,779,670,424,2786,234,402,644,520,2803,229,602,661,424,2781,234,401,633,520,2807,230,403,629,422,2785,240,409,642,517,2802,232,5826,792,427,990,189,383,695,523,2818,228,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289183,136,118627,17056,1186,1,0,15817,654,519,2948,17056,529,45,657,2489,509,855,209,396,2801,234,399,636,515,2797,234,986,714,441,2798,238,408,643,522,2805,232,419,648,422,2782,234,401,638,518,2800,231,5753,790,427,2893,234,409,645,523,2793,229,804,666,424,2788,233,401,636,518,2809,232,779,668,424,2804,235,399,634,521,2806,236,614,655,413,2793,234,402,650,514,2794,230,403,631,434,925,172,381,612,527,2832,226,5738,794,425,2851,234,402,690,517,2813,229,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
